Date,High,Low,Open,Close,Volume,Adj_Close
2000-01-03,24.5,23.84375,23.84375,24.3125,5055000.0,13.234134674072266
2000-01-04,24.875,24.0,24.3125,24.0,6181400.0,13.064035415649414
2000-01-05,25.09375,24.0,24.0,24.5625,6398600.0,13.370217323303224
2000-01-06,26.125,25.28125,25.28125,25.8125,5140600.0,14.050639152526855
2000-01-07,27.5625,26.375,26.375,26.65625,6360200.0,14.509915351867676
2000-01-10,27.28125,25.75,26.65625,25.78125,3682200.0,14.0336275100708
2000-01-11,26.59375,25.375,25.78125,25.375,3945600.0,13.812493324279783
2000-01-12,26.15625,25.5625,25.5625,25.8125,3401000.0,14.050639152526855
2000-01-13,26.6875,26.03125,26.03125,26.09375,3129400.0,14.203736305236816
2000-01-14,26.4375,25.9375,26.09375,25.96875,3044400.0,14.135685920715332
2000-01-18,25.875,24.9375,25.875,24.96875,4054200.0,13.6769437789917
2000-01-19,25.34375,24.65625,24.96875,24.65625,3424600.0,13.505765914916992
2000-01-20,24.96875,23.53125,24.65625,23.5625,4279200.0,12.906649589538574
2000-01-21,23.96875,22.8125,23.5625,23.6875,5000000.0,12.975114822387695
2000-01-24,23.625,22.53125,23.625,22.65625,5385600.0,12.410243034362791
2000-01-25,22.5,21.28125,22.5,21.8125,6084200.0,11.94806671142578
2000-01-26,22.84375,21.6875,21.8125,22.46875,4188200.0,12.307537078857422
2000-01-27,22.78125,22.0,22.46875,22.28125,3340800.0,12.204830169677734
2000-01-28,22.59375,21.75,22.28125,21.75,4851600.0,11.91383457183838
2000-01-31,21.96875,21.21875,21.75,21.21875,3677000.0,11.622830390930176
2000-02-01,22.03125,21.375,21.375,21.59375,2930200.0,11.828241348266602
2000-02-02,22.375,21.4375,21.59375,21.71875,2933600.0,11.89671230316162
2000-02-03,21.625,21.0625,21.625,21.15625,4343400.0,11.588594436645508
2000-02-04,21.40625,20.625,21.15625,21.15625,4122000.0,11.588594436645508
2000-02-07,20.90625,20.375,20.90625,20.625,4089800.0,11.29759693145752
2000-02-08,20.75,20.0,20.625,20.5,5848400.0,11.229130744934082
2000-02-09,20.59375,19.5625,20.5,19.5625,5934800.0,10.71560287475586
2000-02-10,19.78125,18.8125,19.5625,19.03125,5807400.0,10.42459774017334
2000-02-11,18.9375,17.4375,18.9375,18.0,11944800.0,9.859722137451172
2000-02-14,19.46875,18.125,18.125,19.3125,6787800.0,10.578658103942873
2000-02-15,20.375,19.3125,19.3125,20.0,6048200.0,10.955248832702637
2000-02-16,20.3125,19.40625,20.0,19.59375,3881400.0,10.732717514038086
2000-02-17,19.5625,18.84375,19.5625,19.34375,3824200.0,10.595773696899414
2000-02-18,19.1875,18.6875,19.1875,18.84375,3017800.0,10.321891784667969
2000-02-22,19.4375,18.75,18.84375,19.15625,4028800.0,10.49306869506836
2000-02-23,19.34375,18.59375,19.15625,18.90625,4894400.0,10.35613250732422
